id,text,label
emot-train-526,"Paleng mau gudeg mbarek Bu hj. Ahmad foto dar google, sengaja, supaya tamang-tamang dong jua bayangkan akang. Bage itu bagus. ",happy
emot-train-1430,"Wih pagi ini paleng faerah. Su seng boleh bamulu sandiri kalo ada apa ka apa bagitu tentang perjalanan kereta :""3 bagitu skali dong karja kras, sedih lai beta ni",sadness
emot-train-982,Drama kamareng sore: satu hari puasa la pas mandi takajo barang tamu yang seng dapa undang pas skali deng adzan maghrib lalu jadi hati susa satu hari dapa anggap sah e puasa e -_-,fear
emot-train-144,mar beta tu suka namjoon bukang tagal makin lama kaya tamba gaga mar dia kalakuang deng dia pung bakat lai. kalo yang blom jato hati par namjoon coba lia dia solo vlive yang pake pajama ryan kamong masti jato hati par bapa satu ni,love
emot-train-562,[USERNAME] .... itu ukang beda [USERNAME] .... mar tagal ana [USERNAME] tu orang gila..... Samua twit yang ada komen ale pung twit pasti mara deng emosi.... Barang yang biking lai bukan orang yang kapala otak tar snang jadi bukan ale tu beda mar kapala otak tar sanang.,anger
emot-train-3153,"Tlalu labe kalo masjid dapa anggat ""radikalisme"" pung tampa muncul. Katong pung pola pikir su tabawa orang yang biking biking skenario, kaya oknum umat islam (to) yang ""radikal"" Dar prang pemikiran kaum sekulat. Batul Aa Gym bawa bilang. Terorisme tu tar mungkin muncul dar Agama. [URL]",anger
emot-train-1139,[USERNAME] Beta pung hati ni. gemetar bagemena bagitu nonton akang :'( apalai dengar akang pung lirik bagini Yang seng pung rasa arema sejati seng akang rasa akang [URL],sadness
emot-train-3518,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Kastau informasi kegiatan dana kampong, jang cuma kirim hastag deng mention sa",anger
emot-validation-381,"Jadi parampuan ni beta bangga deng via vallen. Par katong parampuan ni, pelecehan ni kaya aib yang seng mau orang laeng tau. Mar dia barani! Makanya beta paleng emosi lia komen yang kata dia. Sama-sama parampuang musti bakukaskuat bukan kasjato. Paleng susa!",anger
emot-train-2038,"Abis itu car la ada dapa modus tipu orang yang mangaku nama Indra Gunawan dar Gojek pung call center. Nama sama, Suara lai sama. Wooo....parlente mar nama seng dapa ganti",anger
emot-train-3433,"{mu} kamong lia orang yang bajerawat bagemana la? beta abis tes univ brapa kali slalu kaya seng bicara deng capasapa, barang beta taku dong seng nyaman deng beta jerawat. beta mo pung taman tapi beta pikirang bagini tarus. tolong saran e",fear
emot-train-1122,"Par beta, pas pasangan seng dapa ajak bicara tentang banya barang deng mangarti deng maklum satu deng yang laeng la seng ada yang ""tasambunyi"" itu beta pung definisi romantis",love
emot-train-1537,"Se nanti klao pung ana parampuang,dapa leceh. La se pung ana suru santai sa ka kasbiar akang bgitu sa? Ini ciri ibu yang gagal ni. Bodok!! [URL]",anger
emot-train-2956,"wuih cadassss. tamang kantor yang odp hari ini, su bebas dari dia denda ikatan dinas 5 taong. Mantap skali katong musti tunggu tahun depan",happy
emot-train-740,Baru ini ni nai gojek seng mau sampe capat. Tagal dengar kakanya pung carita yang paleng menarik. Sampe di muka kos lai masi lanjut bacarita wkwkw,happy
emot-test-78,"Par [USERNAME] tolong deng amat sangat, dricer tu dapa ajar kombali. Kalo memang nomor dapa ganti, tu kastau di aplikasi. Beta musti kasbatal 2x barang driver seng bisa dapa hubungi sama skali (chat seng balas & telp seng aktif). Dangke. ",anger
emot-train-966,"Ok.. Jam 10:25 tanggal 10 Juli 2018, Batul beta rasa ane deng rasa se su beda deng biasa... Baggitu///!!!! Beta mangarti..",sadness
emot-train-3024,Bahaya ...MERKURI....? Untung bae sadar capat la stop pake produk instan tu. Mo sayang kuli deng se kesehatan. Barang mooi tu seng musti puti mustisehat utama la aman dar merkuri la aman suda...,fear
emot-validation-311,"[USERNAME] Batul batul mbah beta lai herang kanapa masi ada prof, kyai, deng buya yong mo di bawa rok embok yang beta tau pas skola seng pung satu tulisan ka artikel yang ada isi embok pung jasa par negara",anger
emot-train-1580,Ade kosan pinjang beta kotak bakal (yang beta mo bawa pulang har kamis ni). Dia isi randang la kasmaso ka dalam frizer. Dia baru kirim beta ka naraka sa ini,anger
emot-validation-81,oke dangke :),happy
emot-train-2352,seng ada pancuri yang mangaku pasti panjara su pono badang basar hasil jua basar,anger
emot-train-1065,YA TUANG.. SLALU DENG SLALU KALO LIAT DIA BAGINI SUDAH BETA IKO IKO SENYUM-SENYUM. BETA PALENG ABIS SUKA DIA PUNG SENYUM YANG DAPA LIA TUTANG TU!!!,love
emot-train-724,"[USERNAME] seng usah obsesi par pung pacar, tar penting. Masih 17 taong jua, santai sa :DD kalo se seng masu kastinggal, nanti cowo-cowo yang labe bae seng ada yang bisa dekat deng se :D",happy
emot-train-2893,Foto ramerame di tamang kaweng ada pa bos lai lia antua kaya tamba kurus deng kaya ada saki bagitu. Abis itu 2 bulan kontak dia tagal karja la dia bilang ada saki la ada dapa rawat di rs. ?,sadness
emot-train-2613,oke lupa beta sa e! pi urus se pung adeadean tu sana,anger
emot-train-1503,"Biasa di orang pung negeri, taat atorang. Pulang ka indonesia su 3 minggu masi babingong. Kalo seng jahat nanti orang kasjahat kamua di sini. Batul memang e",fear
emot-train-505,"Asik e kalo pung taman yang tau sejara kalo seng bisa bicara filsafat, bahas malaikat yang jato kaya teori konspirasi la suka teater pung dara seni mau e pung tamang kaya bagitu!!!! Beta tetap jada pokoknya. ",happy
emot-train-735,"Pung ana kacil ada hobi bicara bgini e Sadiki-sadiki brontak, sadiki-sadiki bakomen. Kalo blom puas, tanya trusss sampe dong mama jawab ""Mamah seng tau dek, mama baca buku dulu ee""",anger
emot-train-881,Mo nonton mar jantong tapukul taku seng sama kaya beta imajinasi pas baca ini,fear
emot-train-308,Wi ini....presiden biar sapa lai kalo kasbiar klompok tukang malawang Pancasila deng NKRI ada di akang republik akan katong lawan. {USERNAME] [USERNAME] [USERNAME] [URL],anger
emot-train-1492,"Tooosssssssss Bangetttt huhu beta kanal dia suara par pertama kali pas man from the star pung ost, deng itu mamae beta langsung cinta mati",love
emot-train-773,pamalas skali mussti dinas malang orang ada tidor beta da karja cuma mo libar sa ni huft (di ruma seni triplek),sadness
emot-validation-28,Sampe nanti ale tamang lakilaki datang ka ruma la minta ijing par papa par ambe ale dari antua. Bapa nanti paleng bae-bae kas ijing barang bapa tau kalo laki-laki itu yang ganti antua posisi nanti. ,love
emot-validation-62,[USERNAME] [USERNAME] [USERNAME] [USERNAME] Akang pung masala tu kepeng par makang buka puasa deng ana yatim musti bayar ka ketering..,anger
emot-train-3505,"Harap nanti akang dapa biking film kaya ""The 33"". Akang judul ""The 13"" mangkali. Yang lati, anana, deng samua yang iko kasslamat. Batul-batul rasa yakin deng orang-orang bale lai. Hati lombo. #ThaiCaveRescue [URL]",happy
emot-test-317,"Baca buku ni akang kamuka ada senyum, pas su di tenga kaya senyum kasiang, la akang akir pasrah sa senyum tu. Dangke kaka [USERNAME] #bukugariswaktu #fiersabesari",happy
emot-validation-308,"Yang su perna ka ada jalani usaha pasti tau lika liku konsumen ni pung unik. Beta prinsip, slama beta bisa kaspono akang permintaan tu, beta pasti biking akang. Biar akang par beta lia ane. ",happy
emot-train-1339,Baru sakali komen pendapat di akun kpop bagitu ada yang bts tarus langsong dapa srang netizen yang tiba2 kaya seram ka. Gila si wkwkw netizen memang seram ternyata wkwkw,fear
emot-train-2690,Salamat Hari Kajadiang par beta pung Bos [USERNAME]. Wartawan hebat yang paleng biking beta bangga deng kagumi. Yang bae-bae sa e Bapa Ketua!!!,happy
emot-validation-310,"Ini yang katong ada bilang SANANG Anggota SJ mangkali suka baroba barang dong tugas tu par negara, mar beta seng bisa kasambunyi beta pung sanang. Taong muka katong kasabis perjalanan panjang ni kasi katong kaka lakilaki par iko wajib militer #ReturnOfTheLittlePrince [URL]",happy
emot-train-763,"Balom prna foto badua.. cuma ada foto yang ini.. . . Salamat hari kajadian Bapa Guru Bonar Sihombing..!! . . Umur panjang, sehat tarus deng dapa berkat banya",happy
emot-train-1978,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] Mari kasviral Jokowi bakutaru mangaji yang dong bilang kan tukang kriminal ulama VS Prabowo, calon dar Rizieq dkk, calon yang dapa dukung dar partai Allah (dong mangakunya). Par Prabowo jang pura-pura tuli e. Dengar tu JK pung tantangan. ",anger
emot-train-2494,"[USERNAME] [USERNAME] [USERNAME] Biasa pake itu lai, ada bali yang paket langsung di minimarket satu jadi bli pulsa, mar akang paket seng jadi sama skali, dapa bage deng akang pung bage ni seng jlas, beta seng mau dapa bage bagini seng bisa biking bagini *manangistakisu",sadness
emot-train-1438,"Beta bisa jadi beda kepercayaan deng Athaya mar beta masi cinta dia, beta deng Kartika bisa sa sama-sama ada akang Hawa, mar yang beta cinta bukan dia pung klamin. Beta cinta dia. Dia pung hati",love
emot-train-1864,"Kalo 2019 jokowi kala su dapa kaspati: HTI bangsat tu bangkit, teroris bangsat lai, Radikal bangsat lai bangkit. Samua politik balas dendam bangkit, Yang minoritas dapa tekan.. loko babe kaspisa diri dar NKRI.. makanya itu musti 2019tetapJokowi..",anger
