id,ind_text,tgt_text
indolem-train-818,"hobi banget ngapain? ? selfie , sama mainan hp wkw belajar juga sih tapi gak keseringan bgt wkw http://ask.fm/a/c0dmqfll","ce' hobinnah alakoh apah? ? selfie , sareng maenan hp wkw ajhar jughan seh tape lok kaseringan sarah wkw http://ask.fm/a/c0dmqfll"
indolem-train-841,Thanks babes for coming @FNHaziqah_ @FtinAtighah @___szr. baju dh santek mai posing hancoq ? #HasnolAnisSolemnization,sekelangkong sayang la deteng @FNHaziqah_ @FtinAtighah @___szr. klambih la raddin mai plengen patek? #HasnolAnisSolemnization
indolem-test-540,"Lumayan nyaman, cuma ac kurang dingin dan kebersihan perlu ditingkatkan","pendhenan nyaman, pera' AC korang cellep ben kebersihan parlo e tingkataghi"
emot-train-1744,Dear [USERNAME] sang penerima penghargaan Travel and Tourism Awards dan Predilat LCC Bintang 4 Skytrax! Saya sdh berkali2 telpon call center dan email pengaduan ke customer care dgn nomor pengaduan 239835 dan RSV229808 kenapa complain sy tdk ditindak lanjuti??,Ghebey [USERNAME] se Naremah penghargaan Travel and Tourism Awards Ben Predilat LCC Bintang 4 Skytrax! Sengko' la li-belien nelpon call center email email pengaduan ka customer care bi' nomor pengaduan 239835 Ben RSV229808 arapah tang keluhan ta' e tindak lanjuti??
indolem-test-157,Demokrat nilai Jokowi beri bukti bukan janji http://tinyurl.com/n73ony5,Demokrat anilai Jokowi begi bukti beni janji http://tinyurl.com/n73ony5
indolem-train-367,dalam gelap takkan kutinggalkan?? ? Untukmu Aku Bertahan by Afgan ? https://path.com/p/2tBOp6,delem petteng tak kerah engkok ghin-aghin?? ? Untukmu Aku Bertahan deri Afgan ? https://path.com/p/2tBOp6 
indolem-train-2606,"kamarnya kotor,tidak ada tissue dan tempat sampah. lampu tidur dikamar juga mati,selimutnya hanya setengah badan saja.","kamarrah koto, sibuk tisu ban kennengngah sampah. lampu tidur neng kamar jughan mate,sapo'engcoma satengannah bedhen Bein."
indolem-train-992,Kamulah Takdirku - Single by Raffi Ahmad & Nagita Slavina https://itun.es/id/M8Jr5,Kamulah Takdirku - LAgunah Raffi Ahmad ben NAgita Slavina https://itun.es/id/M8Jr5
emot-train-248,"Wa inii ... mantep nii Wa inii, wa inii tok, dari kemarin jg belum nonton deadpool, han solo gr"" gaada temen kasian ! Dasar miskin, gapunya temen ! [URL]","Wa reya ... mantep re Wa reya, wa reya malolo, dari bari' keya ghita' nyongngo' deadpool, han solo gr"" tada' kanca neser ! Lakar misken, ta'andi' kanca ! [URL]"
indolem-train-546,Cara Atur Pola Makan Bagi Ibu Menyusui Agar Cepat Turun Berat Badan http://tinyurl.com/qbbptuz,Cara Ngatur Pola Ngakan ghebey emma' Se Nyosoeh Ma'le Ceppet Toron Berre' Bhedenah http://tinyurl.com/qbbptuz
