id,text,label
indolem-test-355,"Beres dijawab di hapus, babaturan siga naon ? Urang nyepeng HP sabeulah ieu http://ask.fm/a/bo26h59f ",negative
indolem-train-37,"Teu kahaja kantor keur libur Imlek, waktos nu pas kangge ngalakukeun hal leutik salaku bentuk wangun? (jeung Vivien) [pic] ? https://path.com/p/4jm49v ",positive
indolem-train-255,"tos kadua kalina ngendong didieu, jeung masih sami kamarna bersih AC tiis, ngan hanjakalna tv na masih bintik-bintik jeung channel-na ngan dua sih hehehe, jadi teu bisa nonton tv oge, salain eta sih oke sadayana",positive
indolem-validation-61,"#faktacageur manehna nu daek telat balik sakola ngan jang ngagosip , carita jeung ngawangkong nu henteu jelas",positive
indolem-train-287,"ampir sampurna fasilitas hotel semi apartemen, ngan kualitas TV na butut. nu lain-lain na mah pamandangan, meja gawe, dapur leutik, kamar mandi ok pisan, kasur nyaman beresih, anduk seungit beresih",positive
indolem-train-354,Sektor Awewe Golkar Makassar Dibekelan Emu Kaprotokoleran : http://fajar.co.id/fajaronline-sulsel/2015/02/21/field-perempuan-golkar-makassar-dibekali-ilmu-keprotokoleran.html ?,positive
indolem-train-2269,"abdi parantos sababaraha kali ngagunakeun airy tapi kamar hotel ieu tebis pisan tina harepan sarta teu saluyu jeung katerangan oge gambar di aplikasi airy, bahkan aksesoris airyna teu aya. teu aya cai haneut, kamar hapeuk jeung kotor , abdukna leuwih mirip kekesed,janten hariwang oge ku airy ....",negative
indolem-train-3019,buuk Akim ieu contona buuk karesep pikeun keuna tektek ku guru disiplin lamun dekeut sakola. selekeh siga teu boga imah,negative
indolem-train-3440,"Kamar mandi panto rusak, Anduk euweuh lamun rek dipenta. TV na teu hurung. palayanan kurang.",negative
indolem-train-3444,Urang batal ngendong kusabab pareum lampu. pelayanan kurang someah,negative
indolem-train-6,"Awewe teh ngan hayang manehna dijadikeun berharga di mata lalakina, bisa salawasna ngajaga manehna jeung daek maturan manehna kamana wae manehna indit. :')",positive
indolem-train-124,Isukan make baju nu sae.. Jeung baju nu kembaran sareng anggota-anggota tim K3?,positive
indolem-test-188,#Teknologi Demokrat nganilai kaputusan presiden mere kapastian http://dlvr.it/8dTLwl #Assadiqulhaq,positive
indolem-train-1278,"Pulpen, hackter, cap BPJS jeung kertas pendataan pasien ngan eta anu ngabaturan poe-poe urang di kantor hahaha :) http://instagram.com/p/zWxGqDikmw/ ",negative
indolem-train-2379,"Cai macet di jam-jam penting, dina keterangan fasilitas cai haneut henteu ditangtukeun jam pan? Jam 18 cai haneut teu berfungsi, jang naon mandi cai haneut isuk-isuk? Justru nu penting mah peuting, kumaha jelema nu aktifitas nepi peuting jeung karek bisa mandi",negative
