id,text,label
indolem-test-194,Afgan kato dê pting utuk prêpuannê jago penampilan dê paling pting igai solehah... good3. http://www.wowkeren.com/berita/tampil/00067823.html ? ..@MY_Afgan @ALLABOUTAFGAN,positive
indolem-test-467,Tatuk bang stom pertamo taun duai ribau lêmo blas(2015),negative
indolem-train-1353,Keciwo nyên. Gambar nak aplikasi ngen kenyataan biliknê beda uak. Biliknê kidek kêa nê Cuma semen cor-coran coa ade tegel. Aplikasi airy madêak tamu paling dau tun duai utuk do bilik. Tapi do o pas lok masuk nadêak nê uku Cuma miliak do tun trus ninoi tambêak lêmo puluak ribau igai. Pokoknê cigai lok mini igai. Resepsionisnê kulo coa ramah.,negative
indolem-train-1678,"Mukmêi puêngnê perlu gênitêi moi prasmanan, wifinê nidup ,,pnannê tenang uak kuni rami kota",negative
indolem-train-16,"Solusi mênêa bajau do ngen gambar sklok atêi, mbin desain/gambar dê kênlok-keme mênêa jijai bajau dê klok udi t",positive
indolem-train-3096,"Masuk gang nê ngêi,gumok,biliknê spit,kamar mendai ngêi,AC nê an nyên sêngok,keciwo,coa awêi dê nêpek nak foto.",negative
indolem-test-244,#Sosok Charles Honoris: Jokowi lébiak binai lawén kapitalis http://bit.ly/1Csp0Bf Demokrat nilai keputusan presiden be... #ProfilTokohDPR ,positive
indolem-train-2710,Kamar mêndai ku ang bersih,negative
indolem-train-3563,Baik nyên.tapi wifinê waktau o gidong matêi jijai tulung nêa,negative
indolem-train-698,"30) Kadêak bae Warren Buffett,si idup nak umêak sederhano,ngen têmuan stom biaso2 bae utuk konglomerat sekelasnê. #RichInvestor ",positive
indolem-test-852,"Renyeng.Bae.Têtibo, ? Untukmu Aku Bertahan kuni Afgan ? https://path.com/p/4iWi0G",negative
indolem-train-1265,Ade do kuni pegawan hotel dê ku ang ramah,negative
indolem-train-580,"Slamat Cutkak dapêt voucher mukmêi GRATIS kuni @one4chocolatte #5thiloveaceh ^_^ """"@arinaanira: Lava cake",positive
indolem-test-334,TV coa ade siaran. wc usak,negative
indolem-train-218,Gesea coa tingét amén kélmén yo acara nê... mokasiak Gonyaaaaa...DP nu? ? Pesan Cinta kuni Afgan (w/ Sunnya) ? https://path.com/p/4nD0il ,positive
indolem-validation-295,"Bilik ngêi awêi coa pêrnêak nêrsih, sprai coa gênitêi, kamar mêndai wastafelnê bocor lapu coa tê ang kêt bêkaêt sapêi bewarno mlêu, biyoa panês coa idup, tv gambarnê coa jelas. Hotel awêi coa pernêak nrawat padahal nak fotonê kten baês tapi ternyato Cuma gambar bae. Minoi segro tênikêt kwalitasnê.",negative
indolem-train-720,"Tun dê têko magêa idup nu kerno do alasan, amên si lalau,do o kerno dêbuêak alasan dê lêbiak baik.",positive
indolem-train-1972,"Bilik ngêi, batêa kêmon, kêt awêi lêmbêb, kamar mêndai ngêi",negative
indolem-test-151,"Nyaman, muêak, bersih,,,kutênê bi oke, kekucêp, biyoa mineral,tv,biyoa panês,ac,kracok mêndai.Cuma Ac dê ku ang sêngok.",positive
indolem-train-2259,"Baês, tapi shower biyoa panês coa pungsi",negative
indolem-train-2144,Slopnê coa si...gratis wifi nadêaknê tapi coa si mlêi passwordnê aneh,negative
indolem-train-80,Galok muk diyên? Wajib milêm festival diyên nak semarang! http://ow.ly/JFr7p ,positive
indolem-train-2721,"Coa si pêi dêbat,bapoknê cet mêlêi minjêm caci ngen tetanggo,spasuak utuk masên tunggakan skulah anok-anoknê. #BeastudiEtos ",negative
indolem-train-1135,"Ngen go dê mudêak, nam dapêt mukmi pueng/nyaua pas puaso.lokasi strategis pas nak sêb ang gerbang Stasiun Cirebon.dê perlu nêa adeba jangkauan wifi gi masiak saro, pemandangan kuni bilik coa bebas, kasua dê mudêak bubêak betuk, ngen jangkauan tv gi masiak terbatas.",negative
indolem-train-2676,Ku ang puês. Wc nê bi kidek. Ac nê bêsa êi..ngen pnan coa nyên nyaman...,negative
indolem-train-1023,"http://beasiswaindo.com/5239 Beasiswa Pênuak, SPP & BPP Pokok - Sekolah Tinggi Manajemen Transpor (STMT) Trisakti ~0223 ",positive
indolem-train-1683,"Tapi mang,uku sabên sukses,awêi ipê?-coa mungkin awêi bang Afgan?gi u ai, sukses,su uk.???",negative
indolem-train-2216,"Gi ade kês buk nak seprai kasua,seprai ngen kasua coa bersih ade ngêi..",negative
indolem-train-2133,Dau nyomok ngen bilik mon usuk coa ade wifi nak bilik tikêt duai,negative
indolem-train-718,#Golkar #ARB Kunjungan wisatawan asing moi Bali mênikêt http://bit.ly/18abNEB,positive
indolem-train-348,padek.. ade kêkucêp nak tip bilik. Cuma sayang pas dapêt bilik 305 ac nê coa nyên sêngok. Dê luyênnê padek. langganan nak pyo.,positive
indolem-train-1595,Jijai ba pa ok ngen pertokoan...utuk bilik biaso ngen tarip go barêak o..tapi maaf anduk dapê duai tapi dê do nê gromong,negative
indolem-train-1332,"Mukmêi pueng ku ang variasi. Waktau ku teko, kutak kêkucêp kosong, pas komplen moi resepsionis nadêaknê abis gidong tnukua. La awêi ipê??? Keciwo niên",negative
indolem-train-3164,Coa standart lemari usak bilik coa segar sep lapu ade dê matêi bi ninoi samo csnê coa gnitêi,negative
indolem-test-816,Ade masonê dê lalau o belek igai madêak masalah penyesalan.Maaf coa perlu,negative
indolem-train-3133,"Room dê nêlêi coa ade dê nam nujai,resepsion dê agok kasar mlêi info ngen planggan.kracok mêndai ngen anduk Cuma do.AC bocor,slimut Cuma do.(padahal uku têmalêm tun duai)....tulung lêbiak baik igai",negative
indolem-validation-302,"Pelayanan coa mênyatuk,kêmuk abis pas nyaua,bilik duai bilai coa si nêsrih,recepsionis coa sopan ngen mlai inoa kemliaknê",negative
