id,text,label
indolem-test-782,Paleng kacil deng petugas yang jaga kaya orang yang baminta,negative
indolem-test-373,kamar seng kaya yang di foto. seng ada aer panas. nyamu paleng banya di kamar. cemilan seng dapa kasi lai pas su hari kadua. kain sprei deng slimut seng tlalu barsi.,negative
indolem-train-976,"Pelayanan baleng bagus, smua petugas paleng rama, pemandangan bagus, kamar enak, ada cemilang deng aer minom dalam kamar, kalo mau aer panas di ceret bisa minta di petugas sa. harga mura. menu makang pagi banya jua. Pas maso tlat 15 menit, ceng pas maso kamar, lante masi babasa barang baru abis dapa pel deng masi paleng bobou pengharum.",positive
indolem-test-916,"Nah, su mulai tageser dar Weleri ka Kendal @kompascom: Demokrat Protes Pimpinan KPK Usulan SBY Seng Dapa Pilih Dar Jokowi #AnyerPanarukan",negative
indolem-train-3455,"11.35: RT @Yudi_Lands: tagal orang demo bapukul di PTPN4, Jl. Suprapto Medan, satu oto jadi kana",negative
indolem-train-2219,"kamar seng kaya yang di foto beda jau paskali, tampa lai seng tlalu barsi",negative
indolem-train-2991,"kamar kaya su lama seng dapa pake,, banya lawalawa.. lembab",negative
indolem-train-1680,Bae-bae. Ada yang manis di mulu. La pi kalo su abis rasa akang.,negative
indolem-train-1619,AC seng dinging,negative
indolem-train-2365,kamar mandi seng barsi,negative
indolem-train-3359,"pengalaman hotel paleng tarbae, pintu hotel tarbae, ac tua seng tlalu jadi, 1 hari pertama seng dapa kasi selimut, selimut jua badaki, sprei deng tampa tidur badaki, tampa tidor jua seng ada springbed, ventilasi wc tarbae, jadi bobou, air badaki, late kayu, tv kacil lama seng dapa urus, pelayanan jua seng bae, hotel airy paleng tarbae yang pernah ada.. ",negative
indolem-train-1582,"beta tersinggung sadiki padahal waktu par kaluar jam 12, mar sbelum itu barang su dapa kas kaluar",negative
indolem-train-562,Ya smoga tanggal 28 kaui seng ada halangan + bakudapa tamang .....  *tamang sa*? ? Tergila-Gila dar Raffi Ahmad ? https://path.com/p/15k4b9,positive
indolem-train-2761,"Plat nomor oto VC Beetle di muka album The Beatles 'Abbey Road' sering dapa pancuri, sampe akirnya kas museum akang. ",negative
indolem-train-1068,[Nasional] Diskon - Hemat BBM Sampe 20% deng Magnetizer Fuel Maximizer Cuma Rp... http://gpon.co/53so5,positive
indolem-train-3122,"Masa jadi bagini e? | Ane, Isu Interpelasi Jokowi Kaluar dar PDIP dar @detikcom http://tinyurl.com/o9nlm3g",negative
indolem-train-528,"Wih, Afgan pung brat Turung 19 Kiloo: Brapa bulang seng bakudapa Afgan Syahreza (25), katong takajo lai. Dia... http://tinyurl.com/kftjjgw",positive
indolem-train-3325,"Akang kamar bobou tar sdap, AC lai tar dinging..",negative
indolem-train-2390,pelayanan rama. lokasi pas. kamar mandi seng ada aer panas. kamar seng tlalu barsi. dangke.,negative
indolem-train-2295,"manganto tu kalo ada blajar, kalo ada maeng hp seng perna.",negative
indolem-train-3554,"Katong dapa kamar di lante 3 mar katong sampe seng ada petugas satu lai bantu katong par antar deng bawa barang padahl katong jua ad bawa ana kacil. Katong lai dapa aer mati pas ada mandi. Par makang pagi, akang rasa deng variasi kastingkat jua. Dangke",negative
indolem-train-2045,"So-so kasi orang perhatian baru dia sa seng pernah pernah dapa akang, kasi inga orang makang baru dia sa balom par makang!!bagemana tu!!",negative
indolem-train-159,#Golkar #ARB Persip Pekalongan kasiap strategi par serang http://bit.ly/185ApOJ,positive
indolem-train-958,"Ragam_Jakarta: Sosok Syahrini bisa dapa bilang penyanyi paleng laris di Indo sla satu tapi. Seng kaget, ... http://bit.ly/1vQMAEj",positive
indolem-test-133,"@JANJISUCI_TTV Beta mo slalu tunggu dong kisa @RaffiAhmadLagi  deng @Lady6igi  sampe ka london deng umrah ka mekkah, biking yang asik e",positive
indolem-train-2641,"sprei badaki pono noda, kaya seng perna dapa cuci. handok puti su mulai kuning. bantal (bukang bitu kotak airy) seng dapa sarong. kesan: badaki!",negative
indolem-validation-226,"oke la, mar fasilitas aer minom musti perhatikan sdiki, barang ada dispenser yang galon tu seng dapa gantiganti",negative
indolem-validation-91,GOLLLL!!! Makan Konate Persib 2 Vs 0 New Radiant #PersibDay,positive
indolem-test-264,Hai Halo samuaaa ? Dangke par har ini sanang e :3 beso beta carita di g+ e hehe Tadi beta pake baju yang ini ^^,positive
indolem-train-408,Demokrat nilai keputusan presiden kasi kepastian http://bit.ly/1AKAT9G,positive
indolem-train-1957,Kantor Stastitik Nasional di Inggris dapa 16-17 persen kasus bunu diri ada pas harmondag,negative
indolem-train-2785,"AC pas beeta di sana ada yang bocor di ac, akang sisa nyaman sa beta di sana su 3 kali deng yang pas trakir sa akang ac bocor",negative
indolem-train-523,Demokrat su siap bekerjasama deng PAN: Partai Demokrat nbilang slamat par Partai Amanat Nas... http://bit.ly/1C9qCDW  Antara News,positive
indolem-train-1986,Seng bisa tidor.. Kasor deng slimut bobou..,negative
indolem-train-2451,"Beta nginap deng paitua 2 malang, mar dapa kasi twin bed. minta ganti seng bisa bilang kata tunggu eso, beso jua masi tar bisa. aer panas seng ada akang pung panas sama skali. makang pagi lumayan. pelayanan seng tlalu bagus, pas mo kaluar siang ada minta kasbarsi kamar mar pas bale (abis 2 jam di luar) kamar jua blom dapa kasbarsi",negative
indolem-test-724,"Kamar mandi kaya seng layak... kloset taprop, wastafel pung saluran aer lai taprop... pintu kamar mandi dapa tambal pake tas plastik smoga nanti dong biking bae jua... ac seng talalu dinging...",negative
indolem-test-894,Petinggi PDIP Kota Tarakan dapa Gerebek Pas Ada Sabung Ayam - Indopos http://goo.gl/fb/FOSfJB  #tarakan,negative
indolem-train-2385,"Kamar mandi seng talalu barsi, deng akang fasilitas di kamar mandi seng talalu lengkap, par yang aleng lumayan jua",negative
indolem-train-58,"Bagemana tete kanal nene?"""" """"di toilet"""" """"Pas itu tete pi toilet, tete lia nene maso ka toilet lakilaki"""" """"Pas itu tete tau nene tu orangnya suda",positive
indolem-train-1822,"lumayan nyaman, mar kamar mandi pung barsi musti kasbae lai supaya akang jikujiku pung kuning tu labe bagus",negative
indolem-test-636,"hotel su tua, barsi jua, nyaman lia. airy seng kasi cemilan., harga bagus, remot ac seng ada,",negative
indolem-train-2914,"Jokowi Seng Pake Dua Calon Pimpinan KPK, Demokrat Protes: Fraksi Partai Demokrat manyasal deng presiden pung langka... http://bit.ly/1vJteRn",negative
indolem-train-2209,butu slimut deng tamba papan nama di samping jalang supaya seng bingung cari tampa ini,negative
indolem-train-3007,Su bae.. mar kastingkat lai di kamar mandi pung kebersihan,negative
indolem-train-1814,"Batal lantik Komjen BG, Politisi Golkar: Jokowi kaya burung kampret http://bit.ly/1vS9pYj",negative
indolem-train-635,"@JANJISUCI_TTV: waah... @Lady6igi mesra skali kasuap @RaffiAhmadLagi .. """" seng sabar nonton beta",positive
indolem-test-656,kamar basar.. aer angat ada tapi akang pung fasilitas seng jadi.. sandal musti minta.. seng ada di dalam kamar ..,negative
indolem-train-2173,lumayan. pas par jadi orang bapromo... sayang seng ada aer panas deng WiFi...,negative
indolem-train-960,Deng Rp 125 rb su bisa makang sampe puas si Shabu Tei! http://ow.ly/JFs7w,positive
indolem-test-568,bagus mar wifi seng jadi deng kamar mandi ada sadiki badaki. makang pagi sadap skaliiiiii,negative
indolem-train-374,"RT """"@RNJunior172: Karir raffi ahmad mo jadi labe bae dar taong taong kamareng *selebritasiang trans7",positive
indolem-train-2432,"Tas Hermes Rp1,5 Miliar Dapa Pake Par Bali Sayor Dar Syahrini http://dlvr.it/8fstRf  #viva",negative
indolem-train-477,"Lokasi paleng pas, makang pagi seng ada banya pilian mar akang masi sdap. Kamar basar jua, mar WiFi seng bisa dapa pake di kamar, di tampa makang sa. Kolam bernang kacil skali, bangunan su musti renov mar su barsi jua.",positive
indolem-test-750,pelayanan kurang,negative
indolem-train-2992,"Sabar sabar e beta cinta, cuma sbentar.. ? Sabar dar Afgan ? https://path.com/p/uBge3",negative
indolem-train-431,Bidang Parampuang Golkar Makassar Dapa Kasi Ilmu Keprotokoleran - Fajar http://bit.ly/18aDPQs  #Makasar,positive
indolem-test-254,Dompet Dhuafa Sulsel Bage Bage Perlengkapan Skola http://www.dompetdhuafa.org/post/detail/749/dompet-dhuafa-sulsel-berbagi-perlengkapan-sekolah ?,positive
indolem-train-2534,"Akang pung tampa badaki, remot tv tar jadi, AC jua bocor deng seng ada remot. ",negative
indolem-test-305,Syahrini Tantang KPK: Klaim polisi deng KPK seng pung bukti dia pung deka deng Fransisca ato Feriyani. http://bit.ly/1LoweM5,negative
indolem-train-3439,"beta tinggal 3 hari, mar cemilan cuma dakali sa heheheh",negative
indolem-test-165,"hotel su tua, jadi akang karpet bobou apek, mar kamar lengkap, biar katong dapa kamar yang standar bukan kamar airy bgitu, menu sarapan jua paleng bagus",positive
indolem-train-1757,"Pas libur partama: mo skola, kangen tamang. Pas h-1 maso skola: mo libur saminggu lai ka tolong. Asli anana plajar skarang ni..",negative
indolem-train-1670,"wifi susa par maso koneksi, deng kamar 221 ac bocor lai.",negative
indolem-train-3368,Orang skarang banya yang klo makang di kafe ka tampa makang inga par foto makanang mar lupa beden. Follow @GadgetGaul untuk tips & info gadget keren,negative
indolem-train-220,Parampuang ni kalo makang ka kantin tampa dudu sama. Su 5 taong skola makang di tampa yang sama jua.,positive
indolem-train-1699,bagus mar shower mati jadi stenga mati pas madni. Seng ada aer panas,negative
indolem-train-1527,"lumayan bae jua, mar tv biking kecewa sadiki",negative
indolem-test-854,"Pertama & terakhir pasang lewat airy, dapa kastau dar resepsionis ni ada overbooking dar airy mar seng ada akang konfirmasi ka beta, jadinya beta musti bayar tamba lai par upgrade kamar mar beta seng mau, akirnya dapa kamar di lante 3 (seng ada lift), remot ac deng tv dapa ambel dar hotel, beso blom kluar lai dong kasmati lampu tiba2",negative
indolem-test-634,Eh! Su jam pulang kantor ni. Yang ada kana macet jang sampe tatidor ee! Lebe bae bawa @ ID_KopiLuwak selalu http://gpon.co/klik,negative
indolem-test-49,Versi yang ini ni labe takana hati ka? AFGAN - One Last Cry (Waku Waku Japan Music Festi?: http://youtu.be/xbnJYfJ7MhQ,positive
indolem-train-1237,"Masalah? RT @tribunnews: Tunjuk Badrodin, Bamsoet Duga Jokowi deng PDIP ada Baku Akor http://bit.ly/1DHZlY5  via @tribunnews ht",negative
indolem-validation-297,ok samua.mar kurang satu sa. selimut bobou...,negative
indolem-test-40,"Yay, su waktu makang siang ni AdaDiskoners! Mari istirahat dolo baru aktivitas lai kombali! :D",positive
indolem-train-2267,Ada tatabrak oto ertiga tabulabale di jalur paleng kanan tol jagorawi KM 35.200 (via rheea),negative
indolem-train-760,"Akirnya, beta dapa jua ka eka cemilan hehe.. Batamang malam minggu nonton kaka afgan ? (deng Eka) [foto] ? https://path.com/p/Xgcq3",positive
indolem-train-76,"Pelayanan oke mo. Mar kecewa sa barang pas maso kamar sdiki bobou, ternyata akang bobou dari bedcover ni. Beso pas mintaa ganti langsung dapa ganti :) danke e!",positive
indolem-train-3277,Pamanas aer seng tlalu panas,negative
indolem-train-3240,Par yang suka bajalang deng ransel bagus.. mar yang jaga seng mo buka pintu kalo pulang labe dar jam 11 malang,negative
indolem-train-2993,Ribuan Nelayan Kepung Kantor Menteri Susi http://dlvr.it/8l4g0q,negative
indolem-train-453,Poros Muda Golkar Nilai Jokowi Bisa Kendalikan Situasi Skarang Ni ? BeritaSatu http://bit.ly/1LlZWiW,positive
indolem-train-1629,"Kamar mandi kaya kotor, kamar kaya su tua, makang pagi seng tlalu banya variasi, aer panas seng ada,, kloset badaki",negative
indolem-train-1811,"@kompascom: Demokrat Protes Pimpinan KPK Barang SBY Pung Usulan Seng Dapa Pili Jokowi http://kom.ps/AFploc """" usul sala, kan yang dapa usul bu ani ??",negative
indolem-train-3403,"Jang mara tamang2 Afganisme, Afgan pung jadwal har ini di Talkshow dapa ator ulang barang ada satu deng laeng hal la. Tunggu jadwal abis ini e :)",negative
indolem-test-620,"Akang pung aer panas seng btul panas, beta bawa ana kacil kasiang mandi aer dinging",negative
indolem-train-1185,Aer panas seng jadi.. :/ kamar rapi.. kamar mandi seng talalu barsi,negative
indolem-test-617,"staf hotel seng pastiu pelanggan pung keluhan, token listrik babnyi dapa kasbiar deng akang babunyi paleng baribot, beta musti 2 jam skali bangong par kasmati, pegangan kloset seng ada ancor, seng bisa dapa tutup, kloset bobou sampe ka kamar, seng ada meja, beta kira airy room lumayan padahal labe para dar koskos ee",negative
indolem-train-524,Salamat Tahun Baru #Imlek 2015 par yang merayakan.. #GongXiFaCai ... @DPR_RI ?,positive
indolem-train-1410,"06.20: Kecelakaan Mobil Box B 9233 KU taguling di Bundaran Air Mancur BSD, Serpong Tangsel, bae-bae par yang lewat sana. | (P. Wahyudin)",negative
indolem-train-1057,"#banner10jutacom Pilkada Serentak, PDIP Seng Mau Kas Andal http://Jokowi-JPNN.com  http://bit.ly/1AZrsTQ",positive
indolem-train-2117,Tribun: Syahrini Sangaja Seng Minta Ijin Par Biking Rame di Tampa Umum: Biar biking rame deng? http://dlvr.it/8g09zX  #NewsToday,negative
indolem-train-1040,"Parampuan bangong pagi - mata balum tabuka baebae- pi cari hp - lia sosmed, sms, bbm dll - harap ada kyang bicara manis dar orang yang dia sayang.",positive
indolem-validation-313,pelayanan seng tlalu rama par beta ka mangkali tagal airy program,negative
indolem-test-573,"kamar mandi seng tlalu barsi, kamar seng tlalu nyaman",negative
indolem-train-2466,"Baribot, seng talalu barsi",negative
indolem-train-174,"Cyra tu ana bakat banya. Su pintar manyanyi, dia pung banya prestasi di skola, dia lali su jadi penyiar di radio",positive
indolem-train-67,[Nasional] Diskon - Cincin perak gambar naga Rp. 300.000 http://gpon.co/vfe72,positive
indolem-train-3379,"aer panas seng jadi, wastafel bocor, tirai lai kanapa badaki skali...",negative
indolem-train-2582,"kamar badaki semut deng nyamu banya, shower seng bisa pake. Tv cuma par pajangan barang seng ada saluran satu lai, di kamar sinyal susa par operator apa sa deng ada wifi mar seng bisa konek. seng kasaran akang",negative
indolem-train-2748,randam se pung hp. RT @ndarahmat: @my_supersoccer kalo beta pung cet cuma dapa baca beta musti biking apa min? #tanyasupersoccer,negative
indolem-train-2035,Pas pas sa. Akang penempatan ruang seng tlalu enak. Akang pung Tv tapele kas. ,negative
indolem-train-2904,"detikcom Jadwal Talalu Padat Sampe Seng Dapa Istirahat, Syahrini: Beta Jadi Wanita Udara: Sosok Syahrini bisa dapa bila... http://bit.ly/1vQMNqQ",negative
indolem-train-184,Par ale beta batahan dalang glap seng akan beta kastinggal se sudah tamang? ? Par Se Beta Batahang dar Afgan ? https://path.com/p/3dkpL9,positive
indolem-train-1701,Tatabrak di #Toljago KM32 oto ertiga itam coklat sadiki deng penumpang ada 2. 1 lakilaki baju mera sadar deng 1 parampuang seng. via: @skylersaurusrex,negative
indolem-train-1714,Biking tamba bae wifi barang akang blom sampe ka kamar. Tamba menu lai par makanang di kantin,negative
indolem-test-851,AC kamar yang beta pake seng tlalu dinging,negative
