id,text,label
emot-train-1389,Slamat ulang taun Muhammad Yazid Ar Rozi #slamatulangtaun #sayangku,happy
emot-train-2514,Pêrnêak pas têtanggo muko umêakku coa sêngajo têmau pas uku lok kêluwêa.têtibo si kêmdip matai ngen uku.woii....asai lok mutêak ya ALLAH,anger
emot-train-1500," USERNAME] Baik,princeCharles madêak waktau George pertamo laher si snang nyên ngen brusaho jijai ninik dê baik masalahnê bêl o ku ang jmago William.si kulo galok majok George bêtanêm spok i o,pokoknê sayang niên d",love
emot-train-1207,Yang~ indau ko lok mêgêp ko lok bêduai ngen ko igai uku mbot ko sapêi belek uku cito ko sayang [USERNAME] [URL] ,love
emot-train-2948,"Eh [USERNAME] ngen [USERNAME] udi mlaher?slamat au.dio uku mêlêi hadiah têtitik(?) smugo snang,wêawit gabok ngen Samcho calak gi be kunyau jiaji anok hitz lol [URL]",happy
emot-train-161,"[USERNAME] [USERNAME] awêi yo lok nyaleg..? bi dapêt korupsi kêdau M,Gi ku ang....?? jijai tingêt ngen maling ampli musholla...sbanding coa go ampli ngen korupsi TAUFIK...? Amên maling ampli dê go nê coa sbrapo nêmbêm idup2",anger
emot-train-3105,"Snang niên nam bêbagiak kêsnangan ngen dê mlitas i o kulo ngen sêpasuak tê dê gidong puaso coa si Cuma magiak snok ngen kmuk utuk buko puaso bae,tapi ade kulo penampilan kuni JNE Idol serto freestyle bal utuk menghibur dê mlitas pas lapu milêak [URL]",happy
emot-train-1039,"Nam sêmnok mon pitok kê ing bi sudo kêno ujên o adeba kesnangan dewek.Alhamdulillah ujên, kadêak Cuma têgoa bilai yo.",happy
emot-train-1922,Tingêt waktau udi gabung ngen twitter?uku tingêt!kuni SMP têak ba sapêi uyo.kuni dê pertamo rami nyên twitter sapêi kosong i o .tl payêak nyên hufh..awêi atêi ku i o.*eaaaaa hahahaha #BilaiJijaiTwitteuKu [URL],sadness
emot-train-1534,"Galo coa abis peker ngen tun dê madêak musibah pas kêno ngên tun luyên nangêp azab tapi pas kêno golongannê nadêak nê cobaan. Lok ku grunyam, MATAINU !!",anger
