id,text,label
indolem-test-716,Fitnah 'ba dou weha remo tv labo kaiha alamari. padahal nami wati kani alamari. Nggori ngupa raka ea bune mpara ake,negative
indolem-train-3112,"Pi'i 'ba meci, na nggahi si 'ba lenga """"Sampula nggomi mapili da ca'u tu'u wi'i"""", ya kombi 'ba mbuipu meci, watisi meci waura lao ni.",negative
indolem-train-1447,"Ta California, hewan na kantaku kaina secara publik ade langga 500 mete dari kedai, sakola labo hi'di sambea.",negative
indolem-test-427,kanari kura maximal lift made wifi made wunga wara kila ai.,negative
indolem-train-3584,colu suasana..hotel ncihi ncao labo budget.hi'di strategis poda ta woha legian..uma ndeu ok.kama labo sprei kura raso poda..marakani ndeu dari airy sama la'o mpasa..terutama sika woi na,negative
indolem-train-2815,Wati dikawara wea kambali piti deposit wunga check out,negative
indolem-train-1006,"Satando Pilkada Ndimba, PDIP wati ru kani na Jokowi Effect: PDIP wa'ura didi niki kader na... http://bit.ly/1AZ5dxb ",positive
indolem-train-103,"Pelayanan taho, pahu kamana rau taho, suasana hotel caru. Cuma fasilitas ta kama mpa mbuipu kura. Shower wati wara kondisi pana labo 'busi. Makalaina tahompa. Co'i rau terjangkau.",positive
indolem-train-2151,"Kot ye pun ana sambea, kani pu 'baju ma taho ro ntai sato'i.",negative
indolem-train-928,@wow_keren: Raffi Ahmad-Nagita Slavina Raka Kado Umroh labo Liburan ta London http://ow.ly/2ULvEU,positive
indolem-train-1803,uma ntoi labo wou hampu.. hi'di nggonggi la ngupa,negative
indolem-train-2107,Demokrat Iha ade 'ba au la kadale SBY ru'u KPK Wati Kadale 'ba Jokowi http://kanaltiga.com/?mod=berita&page=show&id=2060 ?,negative
indolem-train-3360,"Hotelna caru si, pala raka kama ma AC-na pana poda, wati 'busi.",negative
indolem-test-288,"Terkadang tahopu hori dou ma lao, karna dengan cara ede cumpu kaina nggomi rumpa mbali sarumbumu. -@WilzKanadi",positive
indolem-train-2384,"handu ma wou, tambo ngeri labo wati bune satanda airy bune biasana. karyawan wati kambera poda jaara",negative
indolem-test-412,kama na wou cacoro.. howo.. kura colu..,negative
indolem-train-1673,"caru wih, hi'di oke poda 'deni ta'be2, pala wati ipi lalo ngango. Kama paja pala ac wati 'busi.",negative
indolem-train-552,Tips Mbei Ngaha Ngao ma Ncihi http://bitly.com/1Dtd3wY,positive
indolem-test-985,Partai Demokrat : Jokowi Kalecena DPR http://ift.tt/1BoBygB  #habasarai,negative
indolem-test-765,"Tas Hermes Rp1,5 Miliar Kani kai Balanja Uta Mbeca 'ba Syahrini  http://bit.ly/1Lopq18  | Na laosi ta Calon Mertua co'i pila yaa ^_^",negative
indolem-train-363,"paja. colu. AC busi. wara balkon. tv kabel. hi'dina 'deni lao kai ta bintaro exchange, cuma kura ta stiker arah kiblat labo ti wara cafena",positive
indolem-train-3417,Waura taho pala sajana oi panana wati kalea..,negative
indolem-train-173,Ma ntau Wendy's mbali kanggori SMA-na aipu umu 61 mba'a karna wati ne'e ana ana muda ta masa tando mbisa sakola.,positive
indolem-train-3556,Kamana wara sa paja na. Tembe lingga wara sa sampu labo bili wara sa wouna. AC ngawa kalea. Labo de,negative
indolem-train-1560,"Warna oto ma paling aman ederu 'bura, sedangkan oto warna me'e ntau resiko esepu 12% ncora angi ta ncai. [MUARC]",negative
indolem-train-1155,Wati lu'u 'ba aka :) >> Pehe kai Soa PDIP na Tarimasi Badrodin Kapolri http://bit.ly/1B0gBaC  ||@PintarPolitik,negative
indolem-train-2083,lante kama sampu poda bune wati la pel.,negative
indolem-train-2711,"kamana sampu, shower uma ndeu iha, pelayananna wati kambera labo wati recommended ru'u ngge'e kai ma kento.",negative
indolem-train-3349,Politikus PDIP Pehe Megawati Waura http://Dikriminalisasi-JPNN.com : JAKARTA - Politikus PDI Perjuangan Sukur Nababan... http://bit.ly/19MJ0GD,negative
indolem-train-2680,Hotel sampuuuuuuu mboto kanggia,negative
indolem-train-877,"Pahu wati hensem takpe ma penti re loa ndawi nca'bi. Contoh, Lao kedai ana weli Rexona, Nefa, tiwara saliriiii. HAHAHAHA.",positive
indolem-train-1561,"kapani kai oina loa kani amarai n amambia mpoa,amasi'di labo amanga'di oina busi",negative
indolem-train-1264,"Pelayanan dari sekurity wati taho, oi uma ndeu wou",negative
indolem-train-2244,Aina kancara siwe kalo bune ai pede sia lao karna sia maki labo sifat nggomi ma cuek labo wati perna kaco'i perjuangan sia :'),negative
indolem-train-3201,"Ili kai maja """"@NKRIndonesia79: Aneh bin ajaib :) >> Pehe kai Soa PDIP na Tarimasi Badrodin Kapolri http://ln.is/nasional.inilah.com/T4Bdw ? ||@PintarPolitik",negative
indolem-train-621,"Overall taho ncera pelayanan prima sara'a fasilitas wara sara'a ncihi ncao labo la fada wunga reservasi... pala, ncara sabua kama dari pesanan nahu ma ACna pana. poripara pihak hotel sadia kapinda kama ta ma lebih taho... NICE airy !!!",positive
indolem-train-197,Fadel: Mahkamah Partai Golkar Musti Netral ro Rombo http://dlvr.it/8l9pRk,positive
indolem-test-619,"Raho kangampu, pelayanan kura manta adeku. Ta saramba wati pehena wara cola parkir ngge'e palasi wara. Kama wati wara tero kai. sinyal wifi londo ne'e",negative
